COUNTRY,INDICATOR,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4
Finland,Producer price index (PPI),-3.175112251,-4.504802915,-1.248699272,-0.561995083,0.706464147,2.350052613,2.124742975,1.677852349,1.386138614,2.5390625,0.984126984,0.094309965,-0.879396985,1.615969582,0.124727159,0.280286515,-0.465838509,0.343213729,-0.404228856,-0.124882922,-0.656455142,-0.220264317,-0.031535793,0.378548896,-1.037083595,-1.111463957,1.091843288,-1.143583227,-1.767352185,-1.733725875,0.565912117,0.297914598,1.815181518,1.847649919,0.095480586,0.031796502,1.398601399,1.473354232,1.977139327,1.332929415,-0.059790732,-0.478612025,-0.120228434,-0.150466446,-0.090415913,-2.956259427,-3.108486167,1.379531601,0.379746835,4.035308953,4.121212121,7.101280559,4.891304348,5.647668394,9.931338892,2.989069819,-1.342863331,-3.4467618,-3.683492497,-0.684608121,-0.190159258,-0.547749464,0.454980843,-1.191895113,-0.217129071
"Estonia, Republic of",Producer price index (PPI),0.758213985,-1.421404682,-1.314673452,0.386764074,0.256849315,0.98206661,1.77589852,1.412546739,1.065137239,0.851236319,1.72829582,0.592651126,-0.117831893,1.022414471,0.467107824,0.503680744,0.077101002,3.505392912,0.558243394,-0.222057735,-0.482195846,-1.080879612,-0.226073851,0.717522659,-1.424821897,-0.684670978,-0.306396017,-0.42258932,-0.694444444,-0.077700078,-0.466562986,0.15625,1.911076443,1.224646001,0.378071834,0.866290019,0.70948469,1.038190582,-0.293577982,1.766654398,-0.506329114,-0.472555434,0.255661066,-0.14571949,-0.912075885,-2.098674521,-0.413689357,0.755287009,1.049475262,2.336795252,3.878216745,8.548499651,4.918032787,8.088235294,8.191609977,3.405816086,-0.12667849,-0.963977676,-1.357581967,-1.06465853,-0.236220472,-0.447250723,0.026427061,1.321003963,-0.521512386
Czech Republic,Producer price index (PPI),-2.680140598,-0.699774266,-1.341213912,-0.506912442,-0.092635479,0.486787204,1.376632545,0.417827298,0.693481276,2.892561983,1.840696118,-0.032862307,0.394477318,1.342501637,0.096930533,-0.161394448,0.290979631,0.967117988,-0.638569604,0.128534704,0.320924262,-0.543825976,-0.128658733,0.193236715,-1.414336226,-1.988914248,0.898203593,-1.153972964,-1.300867245,-2.467049679,0.242550243,0.276529554,0.861771803,1.332877649,-0.202360877,-0.574518418,0.373895309,0.507958009,1.145552561,1.199200533,0.493745885,0.589584016,1.204819277,-0.28957529,-0.225879316,0.679172057,-0.803083842,0.03238342,0.161864681,2.165481577,2.847200253,3.568132882,3.623403623,10.37546575,7.790184368,2.144061672,0.259433962,4.140202305,-2.552518636,-0.394065832,-0.255992553,2.333177788,-0.524395805,-0.366720147,0.345065562
"Lithuania, Republic of",Producer price index (PPI),-11.52755906,-9.505161979,0.826121164,0,0.429184549,4.933954934,5.220288782,-0.387051372,3.320381491,6.564102564,3.593198588,0.712294828,0.553505535,3.394495413,-0.532386868,1.486767767,-1.757984178,0.596480763,-2.846131041,0.823924321,-2.118644068,-0.803957947,-0.966334165,-0.755429651,-4.75737393,-4.761904762,3.321678322,-4.839255499,-3.698435277,-3.101920236,3.391768293,0.07371913,2.651933702,2.439899534,-1.085814361,-0.212464589,2.555003549,0.761245675,3.056318681,2.765744752,-1.750972763,-1.650165017,2.651006711,-1.961425302,-0.700233411,-2.887844191,-9.474412172,3.59052712,0.479351032,3.926605505,2.966101695,5.109739369,3.947797716,6.465787822,12.64740566,3.323737242,0.329280648,-2.979045696,-5.750715587,1.601325235,-1.304347826,0.881057269,-1.200873362,-1.077348066,-0.47472773
Denmark,Producer price index (PPI),-12.91167665,-6.145251397,2.152014652,2.06185567,-0.043917435,3.690685413,1.56779661,0.417188152,2.32654757,3.857084856,3.674745895,-0.716440422,-0.72161033,1.874521806,0.413067968,-0.560957367,1.579541181,0,0.370233247,1.217263003,-1.020408163,0.073637703,0.036791759,-0.698786318,-2.703703704,-0.685192234,-0.383288616,-0.500192382,-0.502706883,-2.137582588,0.953137411,0.196695515,2.591283863,0.382701875,-0.495615707,-0.268199234,1.498271226,0.64345193,2.519744265,1.760821717,-0.180245133,-1.336222463,-0.841874085,-0.332225914,0.592592593,-2.209131075,-2.296686747,2.543352601,-0.450958286,2.793506984,4.039662137,7.589128133,11.35170604,6.157925751,7.438245906,5.166623611,-3.684598379,-1.224177506,-0.464756003,0,-0.46692607,0,-0.364868387,4.943761444,6.331006979
Norway,Producer price index (PPI),-7.021393308,-6.253687316,5.915670233,2.970885324,1.038661281,7.195888064,6.286627597,1.453634085,3.853754941,8.515699334,2.630425252,-0.854335754,1.464885825,3.991507431,-2.817476521,-0.798319328,0.169419737,0.591966173,-0.546448087,2.409129332,0.990507635,0.204331835,-3.058727569,-1.051745898,-2.168367347,-3.56366797,1.667417756,-5.008865248,-2.239850677,-8.448687351,3.493222106,1.460957179,4.021847071,6.062052506,-3.330333033,-1.722532588,7.816200853,4.569420035,4.327731092,3.826016915,1.474010861,-3.516819572,-2.812995246,-5.014268243,2.575107296,-2.80334728,-11.36461472,-0.048567266,10.30126336,11.8061674,5.200945626,16.02996255,19.23821821,12.45262588,7.10158883,16.45313554,-14.26365566,-15.87122918,-7.867273214,-0.87133314,7.20773513,-8.964197868,3.962773942,0.779670806,6.618911175
"Croatia, Republic of",Producer price index (PPI),-2.93901543,-2.460257381,-0.388048118,1.55823919,-0.191791331,1.345119139,2.161547213,0.408314774,1.811460259,3.122730574,1.866197183,0.414794331,0.585197935,2.464065708,1.436205745,0.954889694,0.32615786,-0.130039012,-0.87890625,-0.459770115,-1.121741999,-0.4671338,-0.402279584,-0.269269606,-1.316233547,-2.120383037,1.187980433,-1.79558011,-1.371308017,-2.424242424,-0.255754476,-0.256410256,1.46896805,1.194353963,-0.572246066,-0.215827338,1.766402307,0.070846617,0.743362832,0.94869993,-0.243647755,-0.244242847,1.049317943,-0.726895119,0.174337517,-0.522102332,-4.513645906,0.622938805,1.019664967,2.956020187,1.960784314,3.399725275,7.007638658,4.407200497,6.480380499,3.042992741,1.869412083,0.026595745,-1.302844988,1.239224138,-0.665247472,-1.044736137,-2.571737953,0.250069464,0.526607539
New Zealand,Producer price index (PPI),-2.226588073,-2.545210986,-4.26E-04,-1.099652796,0.417085848,1.314938114,1.365855668,0.674741891,0.936692506,2.2,0.880626223,0.581959263,0.482160077,0.287907869,0.574162679,-1.046622265,-0.288461538,0.771456123,0.574162679,2.188392008,-0.744878957,1.031894934,-1.021355617,-1.500938086,-0.380952381,-1.147227533,-0.290135397,1.648884578,-1.240458015,-0.966183575,0.87804878,1.450676983,0.953288847,0.849858357,1.498127341,1.10701107,0.912408759,0.632911392,0.988319856,1.423487544,1.842105263,-0.861326443,0.260642919,1.039861352,0.171526587,-0.256849315,-0.944206009,0.606585789,0.086132644,2.065404475,3.035413153,1.636661211,1.207729469,3.420843278,3.076923077,0.820895522,0.518134715,0,-0.220913108,1.180811808,0.948212983,0.650289017,1.36396267,1.912181303,-0.903405142
United States,Producer price index (PPI),-11.19055537,-4.774386819,1.061738105,1.478599222,1.744631902,2.920670812,1.190040278,0.217115976,1.823433833,3.359123146,1.662404092,0.408805031,-0.187911055,0.847191716,0.560049782,0.030940594,0.371172286,0.523882897,0.245248314,0.428134557,0,0.669914738,0.816696915,0.300030003,-0.538438528,-1.052631579,0.486322188,0.181488203,-0.875603865,0.213219616,0.607902736,0.271903323,0.271166014,0.811298077,0.834575261,0.413833875,0.677068001,0.81871345,1.073085847,0.430416069,0.428571429,2.54E-13,1.166429587,0.05624297,-0.084317032,0,-1.068917018,1.10889963,0.731158605,2.12171971,2.897758338,2.469447396,1.772384916,3.175545371,3.31385989,0.453614456,0.235537632,0.32256916,0.173187213,0.881916693,-0.406433638,0.901752258,1.201686741,0.491726291,0.446710834
Spain,Producer price index (PPI),-3.872255489,-2.117940199,-0.254560882,0.510421097,0,1.438848921,2.33625365,0.448430493,1.217532468,3.528468324,1.123160341,0.421294523,0.190694127,2.283974115,-0.037216226,1.042442293,-0.221075903,0.40620384,-1.434350864,0.932835821,-0.628465804,-1.525297619,0.642236494,0.563063063,-1.455767077,-0.946969697,1.261950287,-0.604229607,-1.975683891,-3.100775194,0.88,1.427438541,2.071931196,1.800076599,-0.639578631,-0.075728891,1.40204623,0,1.00896861,1.738808731,-0.327272727,-0.839109814,0.220750552,-0.844346549,-0.333209922,-1.188707281,-4.248120301,2.51276011,0.689391038,3.7276531,5.133846718,6.173700732,10.41392904,8.955667956,7.045330421,3.18877551,-2.81829419,-2.467565505,-2.503912363,0.775815944,-1.008760287,-2.413515688,-0.824402308,2.687725132,0.971397733
Romania,Producer price index (PPI),-0.449775112,0.100401606,0.200601805,0.4004004,0.548354935,1.090728805,1.667484061,1.64013507,1.850972947,2.516309413,1.136363636,1.348314607,1.10864745,1.315789474,1.428571429,1.792573624,0.964360587,0.913621262,-0.823045267,-0.248962656,-0.249584027,0.375312761,0.706273369,-0.495049505,-1.077943615,-0.963956412,0.253914515,-0.717602364,-0.850340136,-1.54373928,0.479094077,-0.086692674,1.47505423,1.624625909,0,0.504838031,1.506906656,1.773195876,1.296596434,1.12,0.988924051,1.096748923,1.278574196,0.114766641,0.649598777,0.607441154,-2.716981132,0.698215671,0.963020031,4.273178176,4.354189535,5.855539972,12.48757867,15.45936396,4.973221117,9.329446064,4.4,0.638569604,-6.133671743,-0.94637224,1.774340309,-1.452838623,-0.680426401,1.438684631,-0.675371454
"Latvia, Republic of",Producer price index (PPI),0.170721297,-3.152961227,-3.47558293,-1.640838651,-0.834105653,1.028037383,4.301572618,1.951219512,0,1.652892562,4.150620454,1.520131471,-0.445163901,1.341463415,0.441235459,0.918530351,0.474871389,0.354470264,0.470957614,0.3125,-0.07788162,0.194855807,-0.077790743,0.350330868,-0.504266874,-0.07797271,-0.156067109,-0.625244236,-0.825796304,-0.991276764,-0.881057269,0.282828283,0.241740532,1.205787781,0.833995234,0.945254037,0.117050332,1.402961808,1.306687164,2.162367223,0.334199777,0.333086603,0.258207304,-0.294334069,-1.033210332,-0.596569724,-0.600150038,-0.452830189,0.720242608,2.258185924,5.668016194,8.812260536,5.281690141,4.530252356,9.336823735,12.02447459,1.828544289,-3.614738806,-4.742317929,-0.558801118,-2.094508301,-1.043569006,-0.026364355,-0.39556962,0.079428118
"Poland, Republic of",Producer price index (PPI),0.031298905,3.692115144,0.030175015,-1.387631976,-0.183542368,0,2.884615385,1.335113485,0.658761528,2.65052356,2.040165763,1.405810684,2.125693161,0.301659125,0.661654135,-0.418285031,-0.690069007,-0.392749245,0.290135397,-0.771456123,0.388726919,0.096805421,-0.386847195,0.097087379,-1.163918526,-1.701014066,0.06655574,-0.365813103,-0.23364486,-1.003680161,0.709699223,0.268456376,1.606425703,1.449275362,-0.681818182,0.228832952,0.587084149,-0.032425422,1.589361012,0.925925926,0.18981335,0,0.568361225,0.156985871,-0.313479624,-0.157232704,-0.881889764,0.317762949,0.633512829,2.455146364,3.041474654,3.190220632,4.131753828,6.631520533,8.899297424,3.39307049,1.317309914,1.938868613,-3.365954227,-2.215774202,-1.646182897,-3.345496515,-0.056753689,-0.681431005,0.171526587
Malta,Producer price index (PPI),3.99019951,-1.884887243,-4.253859348,-1.683984235,-0.83819242,3.050349136,1.105563481,-0.070546737,0.388280974,2.53164557,-0.068587106,0.274536719,-3.867214237,0.533997864,0.318696884,1.553123897,-0.486618005,-3.388054488,0.361532899,-0.68443804,0.036271309,0.326323423,-1.15648717,-0.438756856,1.579140654,-0.976138829,-2.446148229,-0.411676647,0.826756858,0.409988818,-0.408314774,-0.111815132,-0.111940299,0.037355248,0.560119492,2.525064983,0.108656284,0.832127352,2.691065662,-0.139762404,0.104968509,0.629150647,0.937825634,0.034411562,0.034399725,0.137551582,0.034340659,0.034328871,-0.686341798,1.96959226,0.745509997,1.379078372,1.625746516,1.66503428,-0.128452152,1.318327974,1.999365281,1.120099564,-0.123076923,0.554528651,-0.12254902,0.245398773,-0.428396573,-0.583896742,0.340030912
Luxembourg,Producer price index (PPI),-2.681633926,-4.742069849,-7.164480323,-1.775362319,0.700848395,1.501831502,6.207145435,2.820251444,-0.429610046,4.215068038,2.388535032,-0.622083981,0.375586854,-0.06236358,0.249609984,-0.342359166,-1.093066833,-0.852541838,-1.496815287,-1.163918526,-0.130847236,-0.26203734,-1.247947455,0.19953442,0.730169267,0.069192751,-0.892108817,-0.314694775,-1.606760899,-0.231123141,0.181094404,1.86208312,-1.625747622,3.259589582,0.401010938,-1.814001787,2.203415748,1.440931324,1.471604784,2.673962024,-0.86003786,-2.647032543,-0.113318586,-0.289019342,0.0023614,-1.319236469,3.556711301,-4.888172877,-2.418975533,5.277161619,4.561749048,9.509092414,3.925612623,9.490966174,9.681456933,5.959433278,1.585450882,3.342456997,-5.802157267,-4.190927226,-3.029493427,-1.063672646,-2.47482803,2.588537005,0.642687958
